ID,Typ,Sparte,Institution,Adresse,PLZ,Ort,lat,lon,Webseite,Kommentare (Intern),
283,VENUE,MUSIKSCHULE,Musikschule Spandau,Moritzstraße 17,13597,Berlin,50.0755201,8.2383449,http://www.musikschule-spandau-berlin.de/,,
284,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,MyVisit.to,Alte Schönhauser Straße 36/37,10119,Berlin,52.5258143,13.4073464,www.myvisit.to,,
285,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,nationalmuseum,Urbanstraße 100,10967,Berlin,52.48988,13.42205,www.thenationalmuseum.de,,
286,ORG+VENUE,"BÜHNEN, THEATER","Naturtheater, Volkspark Hasenheide",Columbiadamm 160,10965,Berlin,52.4797,13.41637,https://www.berlin.de/kultur-und-tickets/adressen/theater/naturtheater-volkspark-4f143f17b4fc475f0b327c00.html,,
287,ORG,BILDENDE KUNST,Netzwerk freier Berliner Projekträume und –initiativen e.V.,Glockenturmstraße 20 d,14055,Berlin,52.51245,13.22186,http://www.projektraeume-berlin.net/,,
288,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Neue Babylon Berlin GmbH,Rosa-Luxemburg-Straße 30,10178,Berlin,52.5261038,13.4118094,http://www.babylonberlin.de/,,
289,ORG,BILDENDE KUNST,Neue Berliner Räume e.V.,Bülowstraße 59,10783,Berlin,52.4955792,13.3667514,www.neueberlinerraeume.de,,
290,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Neue Gesellschaft für bildende Künste e.V. NGBK,Oranienstraße 25,10999,Berlin,52.5010652,13.4206563,https://www.ngbk.de,,
291,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Neuer Berliner Kunstverein - NBK -,Chausseestraße 128/129,10115,Berlin,52.5279246,13.3860624,http://www.nbk.org/,,
292,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Neuköllner Oper,Karl-Marx-Straße 131-133,12043,Berlin,52.4775461,13.4394368,https://www.neukoellneroper.de/,,
293,ORG+VENUE,LITERATUR,NFLB e.V.,Methfesselstr. 23-25,10965,Berlin,52.4876,13.38467,http://www.nflb.de/,,
294,ORG,"BÜHNEN, THEATER",Nico and the Navigators,Husemannstr. 31,10435,Berlin,52.539518,13.4176166,http://www.navigators.de/,,
295,ORG+VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",NON Berlin,Chausseestr.11,10115,Berlin,52.5286645,13.385856,www.nonberlin.com,,
296,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Novoflot,Wallstraße 32c,10179,Berlin,52.5110497,13.4113669,http://www.novoflot.de/,,
297,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,OKK – Organ kritischer Kunst,Prinzenallee 29,13359,Berlin,52.5571591,13.3855341,kritische-kunst.org/de/okk-raum,,
298,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,oMo artspace,Hertzbergstr. 14,12055,Berlin,52.477138,13.4481041,sarahmock.de/omo%20artspace.html,,
299,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Open Space (Volksluxus),Altenbraker Str. 22,12051,Berlin,52.4699766,13.4321548,www.openspace32.de,,
300,ORG+VENUE,BILDENDE KUNST,oqbo | raum für bild wort und ton,Brunnenstrasse 63,13355,Berlin,52.54017,13.39507,http://oqbo.de/,,
301,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,ORi,Friedelstraße 8,12047,Berlin,52.48858,13.42819,www.ori-berlin.de,,
302,ORG+VENUE,"BILDENDE KUNST, SONSTIGES",Ostkreuz - Verein für Fotografie e.V.,Behaimstr. 34,13086,Berlin,52.5505594,13.4470447,www.ostkreuz-verein.de,,
303,ORG+VENUE,"BÜHNEN, THEATER",O-TonArt Theater,Kulmer Str. 20A,10783,Berlin,52.4919733,13.3646117,http://www.o-tonart.de/,,
304,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Outside Pluto,Silbersteinstrasse 83,12051,Berlin,52.4660178,13.4296357,www.facebook.com/outsidepluto,,
305,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,OZEAN,Schleiermacherstrasse 31,10961,Berlin,52.492551,13.399023,www.ozean-berlin.com,,
306,ORG+VENUE,BIBLIOTHEK,Pablo-Neruda-Bibliothek,Frankfurter Allee 14 a,10247,Berlin,52.51457,13.45697,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/bezirkszentralbibliothek-frankfurter-allee/,,
307,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Panke e. V.,Gerichtstr. 23,13347,Berlin,52.5445609,13.3725527,www.pankeculture.com,,
308,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,PAUL studios Berlin,Ziegrastraße 11-13,12057,Berlin,52.4763948,13.4592138,http://www.paulstudiosberlin.com/,,
309,ORG+VENUE,"BÜHNEN UND THEATER, BILDENDE KUNST",Paula Reissig,,,Berlin,,,http://paulareissig.hotglue.me/,,
310,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Pavillon im Milchhof / Ateliergemeinschaft Milchhof e. V.,Schwedter Str. 232,10435,Berlin,52.5381189,13.4051834,www.milchhofpavillon.de,,
311,ORG+VENUE,SONSTIGES,Performing Arts Programm/ Festival Berlin,Pappelallee 15,10437,Berlin,52.5430652,13.4148661,https://www.performingarts-festival.de/,,
312,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Philharmonischer Chor e.V.,Beyreuther Straße 8,10787,Berlin,52.5027045,13.3438712,https://www.philharmonischer-chor.de/,,
313,ORG+VENUE,DARSTELLENDE KUNST,Platypus Theater,Markgrafenstraße 87,10969,Berlin,52.50333,13.39458,https://platypus-theater.de/,,
314,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,PremArts Berlin,Oppelner Str. 34,10997,Berlin,52.4985312,13.4399324,www.premarts.de,,
315,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,PRIMA CENTER BERLIN,Biesentalerstr. 24,13359,Berlin,52.5575216,13.386067,www.prima-center.net/PCB.htm,,
316,ORG+VENUE,"BÜHNEN, THEATER",Prime Time Theater,Müllerstraße 163,13353,Berlin,52.5436459,13.3635035,http://primetimetheater.de/,,
317,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Prolog,Lehderstraße 119,13086,Berlin,52.5475254,13.4466998,www.prolog-zeichnung-und-text.de,,
318,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Radialsystem V,Holzmarktstraße 33,10243,Berlin,52.51057,13.42873,https://radialsystem.de/,,
319,ORG+VENUE,"BÜHNEN, THEATER",RambaZamba e.V.,Schönhauser Allee 36-39,10435,Berlin,52.5383047,13.4127573,https://rambazamba-theater.de/,,
320,ORG+VENUE,"BÜHNEN, THEATER",Ratibortheater,Cuvrystraße 20a,10997,Berlin,52.4974949,13.4434002,http://www.ratibortheater.de/,,
321,ORG+VENUE,"Kunst-/KULTURHÄUSER, KULTURVEREINE; BÜHNEN, THEATER",Ratz Fatz,Schnellerstr. 81,12439,Berlin,52.4519778,13.5321832,http://ratz-fatz.kulturfenster-berlin.de/,,
322,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Raum für drastische Maßnahmen,Oderstr. 34,10247,Berlin,52.509315,13.4728089,www.rpunkt.org,,
323,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,RAUM FÜR ZWECKFREIHEIT,Adalbertstraße 71,10997,Berlin,52.5043789,13.4213367,www.zweckfreiheit.de,,
324,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Raumerweiterungshalle,Markgrafendamm 24c,10245,Berlin,52.502559,13.4663169,www.raumerweiterungshalle.net,,
325,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,RaumlaborBerlin,Am Flutgraben 3,12435,Berlin,52.4970977,13.4516979,www.raumlabor.net,,
326,VENUE,MUSEUM,Mitte Museum,Pankstr. 47,13357,Berlin,52.5511861,13.3800411,http://www.mittemuseum.de/,,
327,ORG+VENUE,"BÜHNEN, THEATER",Renaissance Theater,Knesebeckstraße 100,10623,Berlin,52.5103625,13.3234448,http://www.renaissance-theater.de/,,
328,ORG,"BÜHNEN, THEATER",Rimini Protokoll,Tempelhofer Ufer 10,10963,Berlin,52.4980786,13.3861327,http://www.rimini-protokoll.de/website/de/,,
329,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,rosalux,Wriezener Straße 12,13359,Berlin,52.5574,13.38947,www.rosalux.com,,
330,ORG+VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",Ruine der Künste,Hittorfstraße 5,14195,Berlin,52.45178,13.28552,http://home.snafu.de/ruine-kuenste.berlin/fenster.htm,,
331,ORG,"OPERN, KONZERTHÄUSER, CHÖRE",Rundfunk-Orchester und -Chöre GmbH,Charlottenstraße 56,10117,Berlin,52.513363,13.3910945,https://www.roc-berlin.de/content/home/index_ger.html,,
332,ORG,,Sammlungsdinge,,,,,,www.sammlungsdinge.de,,
333,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,Sasha Waltz & Guests (hängen mit Sophiensaelen etc. zusammen),Sophienstraße 3,10178,Berlin,52.5253646,13.4013403,https://www.sashawaltz.de/,,
334,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,SAVVY Contemporary,Plantagenstraße 31,13347,Berlin,52.5462286,13.3665865,www.savvy-contemporary.com,,
335,ORG+VENUE,"BÜHNEN, THEATER",Schaubühne am Lehniner Platz,Kurfürstendamm 153,10709,Berlin,52.498681,13.302262,https://www.schaubuehne.de/,,
336,ORG+VENUE,BIBLIOTHEK,Schiller-Bibliothek,Mü̈llerstraße 149,13353,Berlin,52.5469,13.35766,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/schiller-bibliothek-mit-hugojugendmedienetage/,,
337,ORG+VENUE,"MUSEUM, LITERATUR, BILDENDE KUNST, MUSIK; GALERIE",Schloss Biesdorf,Alt Biesdorf 55,12683,Berlin,52.5098114,13.5576429,http://schlossbiesdorf.de/,,Kommunale Galerie
338,ORG+VENUE,"BÜHNEN, THEATER",Schlosspark Theater,Schloßstraße 48,12165,Berlin,52.4546907,13.3180107,https://www.schlossparktheater.de/,,
339,ORG+VENUE,"BÜHNEN, THEATER",Schlossplatztheater,Alt-Köpenick 31,12555,Berlin,52.44506,13.57437,https://schlossplatztheater.de/,,
340,ORG+VENUE,JUGEND-KULTURORGANISATION,Schmetterlingshorst,Zum Schmetterlingshorst 2,12559,Berlin,52.4122046,13.6099181,http://www.schmetterlingshorst.de/,,
341,VENUE,MUSEUM,Schoelerschlößchen,Wilhelmsaue 126,10715,Berlin,52.4850266,13.3267419,https://www.villa-oppenheim-berlin.de/museum/baudenkmaeler/schoeler-schloesschen.html,,
343,ORG+VENUE,MUSIKSCHULE,Schostakowitsch-Musikschule,Paul-Junius Str. 71,10369,Berlin,52.5285,13.47802,http://www.schostakowitsch-musikschule.de/,,
344,VENUE,BIBLIOTHEK,Schulbibliothek,Blücherstr. 46-47,10961,Berlin,52.4916474,13.4044907,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/schulbibliothek/,,
345,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",Schwartzsche Villa,Grunewaldstraße 55,12165,Berlin,52.4882476,13.3384075,http://www.kultur-steglitz-zehlendorf.de/schwartzsche_villa.html,,
346,ORG+VENUE,MUSEUM,Schwules Museum,Lützowstraße 73,10785,Berlin,52.5042832,13.3579061,https://www.schwulesmuseum.de/,,
347,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,SCOTTY,Oranienstr. 46,10969,Berlin,52.50289,13.4139429,www.scottyenterprises.de,,
348,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Serendipity Gallery,Winsstraße 24,10405,Berlin,52.53476,13.4267299,www.serendipity-gallery.de,,
349,ORG,"BÜHNEN, THEATER",SheShePop,Mariannenplatz 2,10997,Berlin,52.5038945,13.4240746,http://www.sheshepop.de/,,
350,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",silent green Kulturproduktionen GmbH & Co. KG,Gerichtstraße 35,13347,Berlin,52.5450039,13.3665422,https://www.silent-green.net/,,
351,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,singuhr sound gallery,Danziger Straße 101,10405,Berlin,52.537467,13.4307639,www.singuhr.de,,
352,ORG+VENUE,SONSTIGES,SinnSinn,Großbeerenstr. 70,10963,Berlin,52.49554,13.38447,www.sinnsinn.com,,
353,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,SOMA ART SPACE BERLIN,Liegnitzer str. 35,10999,Berlin,52.4944,13.43594,http://somaartspace.de/press.html,,
354,ORG+VENUE,"BILDENDE KUNST, TANZ / PERFORMANCE",SomoS Art House,Kottbusser Damm 95,10967,Berlin,52.4939877,13.4219165,www.somos-arts.org,,
355,ORG+VENUE,"BÜHNEN, THEATER",Sonnenuhr e.V.,Schönhauser Allee 36-39,10435,Berlin,52.5383047,13.4127573,https://rambazamba-theater.de/,,
357,ORG+VENUE,"BÜHNEN, THEATER",Sophiensæle,Sophienstraße 18,10178,Berlin,52.5256399,13.4011836,http://www.sophiensaele.com/,,
358,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,SOUTERRAIN,Sophienstraße 21,10178,Berlin,48.7722961,9.1724464,www.souterrain-berlin.de,,
359,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,SOX,Oranienstraße 175,10999,Berlin,52.5012346,13.4186659,www.sox-berlin.com,,
360,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Spinner & Weber,Brüsselerstr.37,13353,Berlin,52.5461466,13.3488692,spinnerundweber.de,,
361,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Spor Klübü,Freienwalder Straße 31,13359,Berlin,52.54405,13.49297,www.koloniewedding.de/sporkluebue/,,
362,ORG+VENUE,"KUNST-/KULTURHÄUSER, KULTURVEREINE",St. Elisabeth-Kirche,Invalidenstr. 4a,10115,Berlin,52.53272,13.39679,https://www.elisabeth.berlin/,,
364,ORG+VENUE,BÜHNEN UND THEATER,Staatsballett Berlin,Richard-Wagner Straße 10/ Bismarckstraße 110,10585/10625,Berlin,52.5126976,13.3075637,https://www.staatsballett-berlin.de/de/,,
365,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Staatsoper Unter den Linden,Unter den Linden 7,10117,Berlin,52.5168,13.39433,https://www.staatsoper-berlin.de/de/,,
366,ORG+VENUE,MUSEUM,Stadtmuseum Berlin,Poststraße 13/14,10178,Berlin,52.5161294,13.4069407,https://www.stadtmuseum.de/,,
367,VENUE,BIBLIOTHEK,Stadtteil- und Schulbibliothek Rudow,Bildhauerweg 9,12355,Berlin,52.41759,13.48999,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/stadtteilbibliothek-rudow/,,
368,VENUE,BIBLIOTHEK,Stadtteilbibliothek Adlershof „Stefan Heym Bibliothek“,Dörpfeldstraße 56,12489,Berlin,52.43889,13.55008,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/adlershof/,,
369,VENUE,BIBLIOTHEK,Stadtteilbibliothek Altglienicke,Ortolfstraße 182 – 184,12524,Berlin,52.4032619,13.5286031,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/altglienicke/,,
370,VENUE,BIBLIOTHEK,Stadtteilbibliothek Alt-Treptow „Manfred-Bofinger-Bibliothek“,Karl-Kunger-Straße 30,12435,Berlin,52.4888165,13.4506911,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/alt-treptow/,,
371,VENUE,BIBLIOTHEK,Stadtteilbibliothek Britz-Süd,Gutschmidtstraße 33,12359,Berlin,52.4367161,13.4460327,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/stadtteilbibliothek-britz-sued/,,
372,VENUE,BIBLIOTHEK,Stadtteilbibliothek Buch,Wiltbergstraße 19–23,13125,Berlin,52.6356478,13.4942881,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/stadtteilbibliothek-buch/,,
373,VENUE,BIBLIOTHEK,Stadtteilbibliothek Erich Weinert,Helene-Weigel-Platz 4,12681,Berlin,52.5281457,13.5382341,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-erich-weinert/,,
374,VENUE,BIBLIOTHEK,Stadtteilbibliothek Falkenhagener Feld,Westerwaldstraße 9,13589,Berlin,50.7586002,7.1732929,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/falkenhagener-feld/artikel.182168.php,,
375,VENUE,BIBLIOTHEK,Stadtteilbibliothek Friedrichshagen „Johannes-Bobrowski-Bibliothek“,Peter-Hille-Straße 1,12587,Berlin,52.4548604,13.6214304,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/friedrichshagen/,,
376,VENUE,BIBLIOTHEK,Stadtteilbibliothek Frohnau,Fuchssteinerweg 17,13465,Berlin,52.6354477,13.2951501,https://www.berlin.de/stadtbibliothek-reinickendorf/bibliotheken/stadtteilbibliothek-frohnau/artikel.336740.php,,
377,VENUE,BIBLIOTHEK,Stadtteilbibliothek Halemweg,Halemweg 18,13627,Berlin,52.53772,13.28698,https://www.wir-bieten-vielfalt-einen-ort.de/stadtteilbibliothek-halemweg/,,
378,VENUE,BIBLIOTHEK,Stadtteilbibliothek Haselhorst,Gartenfelder Straße 104,13599,Berlin,52.5429465,13.2391798,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/haselhorst/stadtteilbibliothek-haselhorst-182097.php,,
379,VENUE,BIBLIOTHEK,Stadtteilbibliothek Heerstrasse,Obstallee 22f,13593,Berlin,52.5222515,13.1652726,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/heerstrasse/stadtteilbibliothek-heerstrasse-182099.php,,
380,VENUE,BIBLIOTHEK,Stadtteilbibliothek Heinrich von Kleist,Havemannstraße 17 b,12689,Berlin,52.5687,13.5727299,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-heinrich-von-kleist/,,
381,VENUE,BIBLIOTHEK,Stadtteilbibliothek im Gemeinschaftshaus,Bat-Yam-Platz 1,12353,Berlin,52.425502,13.4614583,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/stadtteilbibliothek-im-gemeinschaftshaus/,,
382,VENUE,BIBLIOTHEK,Stadtteilbibliothek Karow,Achillesstraße 77,13125,Berlin,52.6165571,13.491927,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/stadtteilbibliothek-karow/,,
383,VENUE,BIBLIOTHEK,Stadtteilbibliothek Kaulsdorf Nord,Cecilienplatz 12,12619,Berlin,52.5217012,13.5898028,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-kaulsdorf-nord/,,
384,VENUE,BIBLIOTHEK,Stadtteilbibliothek Lankwitz,Bruchwitzstraße 37,12247,Berlin,52.4361117,13.3505846,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/stadtteilbibliothek-lankwitz/,,
385,VENUE,BIBLIOTHEK,Stadtteilbibliothek Mahlsdorf,Alt Mahlsdorf 24–26,12623,Berlin,52.5055294,13.6103352,https://www.berlin.de/bibliotheken-mh/bibliotheken/stadtteilbibliothek-mahlsdorf/,,
386,VENUE,BIBLIOTHEK,"Stadtteilbibliothek Marienfelde, Medienhaus Marienfelde",Marienfelder Allee 107/109,12277,Berlin,52.41684,13.36658,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/stadtteilbibliothek-marienfelde/,,
387,VENUE,BIBLIOTHEK,Stadtteilbibliothek Reinickendorf-West,Auguste-Viktoria-Allee 29–31,13403,Berlin,52.57138,13.31537,https://www.berlin.de/stadtbibliothek-reinickendorf/bibliotheken/stadtteilbibliothek-reinickendorf-west/artikel.336767.php,,
389,ORG+VENUE,"KUNSTGALERIEN, AUSSTELLUNGSRÄUME",State of the ART,Mansteinstrasse 2,10783,Berlin,52.4929353,13.3666947,www.state-of-the-art-berlin.com,,
390,ORG+VENUE,SONSTIGES,STATE Studio,Hauptstr. 3,10827,Berlin,52.4901337,13.3596119,https://state-studio.com/,,
391,ORG+VENUE,"BILDENDE KUNST, TANZ / PERFORMANCE",Stephanie Hanna,Dieffenbachstr. 35,10967,Berlin,52.4917379,13.4191531,http://www.stephaniehanna.de/de/,,
392,ORG+VENUE,"MUSEUM, GEDENKSTÄTTEN",Stiftung Berliner Mauer,Bernauer Str. 111,13355,Berlin,52.53523,13.38943,https://www.stiftung-berliner-mauer.de/de/,,
393,ORG+VENUE,"OPERN, KONZERTHÄUSER, CHÖRE",Stiftung Berliner Philharmoniker,Herbert-von-Karajan-Straße 1,10785,Berlin,52.5098485,13.3699181,https://www.berliner-philharmoniker.de/,,
394,ORG+VENUE,MUSEUM,Stiftung Bröhan-Museum,Schloßstraße 1a,14059,Berlin,52.4648378,13.3264879,http://www.broehan-museum.de/,,
395,ORG+VENUE,"MUSEUM, GEDENKSTÄTTEN",Stiftung Denkmal für die ermordeten Juden Europas,Georgenstraße 23,10117,Berlin,52.5194438,13.3866422,https://www.stiftung-denkmal.de,,
396,ORG+VENUE,MUSEUM,Stiftung Deutsches Technikmuseum Berlin,Trebbiner Str. 9,10963,Berlin,52.4986278,13.3768443,https://sdtb.de/stiftung/startseite/,,
397,ORG+VENUE,MUSEUM,Stiftung Domäne Dahlem,Königin-Luise-Straße 49,14195,Berlin,52.4591264,13.2892486,http://www.domaene-dahlem.de/home/,,
398,ORG+VENUE,MUSEUM,Stiftung Georg-Kolbe-Museum,Sensburger Allee 25,14055,Berlin,52.5099354,13.2548428,https://www.georg-kolbe-museum.de/,,
399,ORG,SONSTIGES,Stiftung Preußischer Kulturbesitz,Von-der-Heydt-Str. 16-18,10785,Berlin,52.5067062,13.3551828,https://www.preussischer-kulturbesitz.de,,
400,ORG+VENUE,GEDENKSTÄTTE,Stiftung Topographie des Terrors,Niederkirchnerstraße 8,10963,Berlin,52.5067418,13.3834565,http://www.topographie.de/topographie-des-terrors/stiftung/,,
401,ORG+VENUE,"BIBLIOTHEK, GRAPHOTHEK",Stiftung Zentral- und Landesbibliothek Berlin,Breite Straße 30-36,10178,Berlin,52.51534,13.40446,https://www.zlb.de/,,
402,ORG+VENUE,"BÜHNEN, THEATER",Studio Verlin (gehört zu Constanza Macras - DorkyPark),Klosterstraße 44,10179,Berlin,52.5178019,13.4117099,http://www.dorkypark.org/site/studio-verlin/,,
403,ORG+VENUE,"BÜHNEN, THEATER",Studio Я im Maxim Gorki Theater,Hinter dem Gießhaus 2,10117,Berlin,52.5190309,13.3962344,https://gorki.de/de/node/1484,,
404,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Supalife,Raumerstrasse 40,10437,Berlin,52.5439016,13.4162718,http://supalife.de/,,
405,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,super bien!,Schwedterstr. 232,10435,Berlin,52.5381189,13.4051834,www.superbien.de,,
406,ORG+VENUE,BIBLIOTHEK,Stadtteilbibliothek Kladow,Sakrower Landstraße 2,14089,Berlin,52.4533447,13.1430328,https://www.berlin.de/stadtbibliothek-spandau/bibliotheken/kladow/stadtteilbibliothek-kladow-182136.php,,
407,ORG+VENUE,"BÜHNEN, THEATER",TAK Theater im Aufbau Haus,Prinzenstraße 85 F,10969,Berlin,52.503197,13.409881,http://tak-berlin.de/,,
408,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,Takt Kunstprojektraum,Neue Hochstraße 8,13347,Berlin,52.5398023,13.3757996,www.taktberlin.org,,
409,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,tamtamART,Weichselstr.8,10247,Berlin,52.48434,13.43333,www.tamtamart.de,,
410,ORG,SONSTIGES,Tanz ist KLASSE! e.V.; c/o Staatsballett Berlin,Richard-Wagner-Str. 10,10585,Berlin,52.5127766,13.3084693,https://www.staatsballett-berlin.de/tanz-ist-klasse,,
411,ORG,TANZSTUDIO/ PERFORMANCE,Tanzbüro Berlin,Uferstr. 23,13357,Berlin,52.5518019,13.3748991,http://www.tanzraumberlin.de/,,
412,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,Tanzcompanie Rubato,Karl-Kunger Str. 13,12435,Berlin,52.49115,13.44708,http://www.tanzcompagnie-rubato.de/,,
413,ORG+VENUE,TANZSTUDIO/ PERFORMANCE,Tanzfabrik Berlin e.V.,Uferstraße 23,13357,Berlin,52.5518019,13.3748991,https://www.tanzfabrik-berlin.de/,,
414,ORG,TANZSTUDIO/ PERFORMANCE,Tanztage Berlin,Sophienstraße 18,10178,Berlin,52.5256399,13.4011836,https://www.sophiensaele.com/festival.php?IDfestival=119,,
415,ORG+VENUE,MUSEUM,Tatwerk Berlin,Hasenheide 9,10967,Berlin,52.4874443,13.4223709,https://www.tatwerk-berlin.de/de/,,
416,VENUE,MUSEUM,Tempelhof Museum,Alt-Mariendorf 43,12107,Berlin,52.4395674,13.3854428,https://www.museen-tempelhof-schoeneberg.de/uebersicht-tempelhof-museum.html,,
417,ORG+VENUE,"BÜHNEN UND THEATER, MUSEUM, ARCHIVE UND BIBLIOTHEKEN, GEDENKSTÄTTEN, MUSIK",Tempelhof Projekt GmbH,Columbiadamm 10/A2,12101,Berlin,52.4840447,13.3912285,https://www.thf-berlin.de/tempelhof-projekt-gmbh/,,
418,ORG+VENUE,PROJEKTRAUM/PROJEKTINITIATIVE,tête,Schönhauser Allee 161A,10435,Berlin,52.5359415,13.4119389,www.tete.nu,,
419,ORG+VENUE,MUSEUM,the temporary Bauhaus-Archiv/ Museum für Gestaltung,Knesebeckstraße 1-2,10623,Berlin,52.51065,13.32265,https://www.bauhaus.de/de/,,
420,ORG+VENUE,"BÜHNEN, THEATER",Theater an der Parkaue,Parkaue 29,10367,Berlin,52.5167789,13.4771513,http://parkaue.de/unterwegs/,,
421,ORG+VENUE,"BÜHNEN, THEATER",Theater auf der Zitadelle,Am Juliusturm 64,13599,Berlin,52.5403517,13.2122902,https://www.theater-zitadelle.de/,,
422,ORG+VENUE,"BÜHNEN, THEATER",Theater Coupé,Hohenzollerndamm 176,10713,Berlin,52.4894393,13.3118077,https://www.villa-oppenheim-berlin.de/,,
423,ORG+VENUE,"BÜHNEN, THEATER",Theater Expedition Metropolis,Ohlauer Str. 41,10999,Berlin,52.49418,13.4293,http://www.expedition-metropolis.de/,,
424,ORG+VENUE,"BÜHNEN, THEATER",Theater im Palais,Am Festungsgraben 1,10117,Berlin,52.5188614,13.3957532,http://www.theater-im-palais.de/,,
425,ORG+VENUE,"BÜHNEN, THEATER",Theater o.N.,Kollwitzstraße 53,10405,Berlin,52.5349541,13.4160621,https://www.theater-on.de/,,
426,ORG+VENUE,"BÜHNEN, THEATER",Theater Strahl,Martin-Luther-Straße 77,10825,Berlin,52.4881838,13.3457162,http://www.theater-strahl.de/,,
427,ORG+VENUE,"BÜHNEN UND THEATER, DARSTELLENDE KUNST, TANZ / PERFORMANCE",Theater Thikwa,Fidicinstraße 3,10965,Berlin,52.486954,13.388507,http://www.thikwa.de/,,
428,ORG+VENUE,"BÜHNEN, THEATER",Theater Verlängertes Wohnzimmer,Frankfurter Allee 91,10247,Berlin,52.5142574,13.4717477,http://www.theater-verlaengertes-wohnzimmer.de/,,
429,ORG+VENUE,"BÜHNEN, THEATER",Theater X,Wiclefstraße 32,10551,Berlin,52.5313705,13.3294212,http://www.grenzen-los.eu/jugendtheaterbuero/,,
